ID,TEXT,LABEL
2972,I posted a picture of Waggaki Band on Facebook and got good responses from my associates.,achievement
2973,I completed a mturk hit that paid $3.00.,achievement
2974,I got to talk to my niece and nephew on the phone. They are my favorites.,affection
2975,I got to take a long bath this evening.,enjoy_the_moment
2976,An old friend added me on facebook who i havent talked to in a while.,bonding
2977,Watched a really good funny movie with family,leisure
2978,"I received a job offer last night around this time, which is a weird time to get a job offer, but the timing couldn't be perfect. ",achievement
2979,Listening to music and relaxing,leisure
2980,I set daily goals for myself in order to make sure that I have all the things necessary for a successful and happy future. Today I have met all my daily goals and that is something that makes me proud and happy,achievement
2981,"I was approved for a savings account today. I opened it, was approved and deposited some money for something I'm saving for for the next few months. I felt accomplished and happy.",achievement
2982,I worked out by running on the treadmill and lifting some weights.,exercise
2983,"I bought a scratch-off lottery ticket at the gas station, and won $5.",achievement
2984,today i could sell a couple of old pants and i could buy some pot that made me happy,achievement
2985,I got a Legendary card in Clash Royale.,leisure
2986,I was woken up to the smell of bacon and eggs.,enjoy_the_moment
2987,I ordered socks in online and received before the delivery date. I was very happy because my old socks were torn on that day.,enjoy_the_moment
2988,My boyfriend sent me a sweet birthday post.,affection
2989,i went to a temple yesterday i saw a marriage of ram and sita it was very interesting to see that moment and i was very happy to see that.,enjoy_the_moment
2990, I was able to get off work a little early today. ,achievement
2991, Report cards came out at all my kids are doing great. ,affection
2992,My dad decided he wanted to start stamp collections with all his grandkids.,affection
2993,I made chili for dinner.,achievement
2994,Having dinner at Steak and Shake made me happy.,enjoy_the_moment
2995,I WENT TO BROWSING CENTER,leisure
2996,I WENT TO MOVIE,leisure
2997,I found $100! Two $50 dollars just lying in the street after I came back from the gym. I'm so happy I went to the gym and it seems I got a reward from the Universe for doing so!,achievement
2998,I cooked my favorite Biriyani and i felt very thrilled about it.,enjoy_the_moment
2999,All my family members give me surprise party on my birthday party occasion early morning its a happiest moment for me,affection
3000,"That I made it to work safely yesterday, as the weather was bad. ",achievement
3001,The car that i was presented is one of the rarest collection of Austin.,achievement
3002,I love play Soccer with my Friends in the Stadium ,exercise
3003,My package came in the mail today from eBay. The best thing about this was that I wasn't expecting it for at least another two days so I was pleasantly surprised when I saw that it was delivered. ,enjoy_the_moment
3004,I had a very interesting conversation with a friend.,bonding
3005,I was having lunch with some old friends.,bonding
3006,I snuggled with my cat while he purred in my arms.,affection
3007,I had a nap with the cats.,leisure
3008,My husband made me happy this morning when he kissed me goodbye before going to work.,affection
3009,I went on a long walk and let some of my problems fall away.  ,exercise
3010,I went to computer class.,achievement
3011,I have made 300 bucks on Mturk this week so far and its only Thursday!,achievement
3012,I have made 300 bucks on Mturk this week so far and its only Thursday!,achievement
3013,"Unexpectedly I got prize money of Scholarship with Huge Amount for my best track record in University, totall our friend circle we spent more time on party. ",achievement
3014,I got a royal flush while playing poker.,leisure
3015,I lost weight.,achievement
3016,two of my fantasy league  baseball teams continued their strong play at the beginning of this season.,leisure
3017,Received a phone call with good news about a work event.,achievement
3018,My wife finally decided to go back to college to finish her degree after me insisting for a long time.,affection
3019,I made myself a very good meal.,enjoy_the_moment
3020,I spent the day touring Maymont park with my son and his family,affection
3021,Made a nice dinner. ,achievement
3022,I WENT TO MOVIE,leisure
3023,I WENT TO BROWSING CENTER,leisure
3024,I WENT TO MOVIE,leisure
3025,"I got in touch with a friend that I have not spoken to in three years.  He is a great friend, and I am beyond pleased to be in touch again.",bonding
3026,I was happy recently within the last 24 hours when I did well on an important quiz in one of my classes.,achievement
3027,"My allergies randomly became really gentle yesterday night, so I've been breathing, smelling and sleeping uncharacteristically well!",enjoy_the_moment
3028,Purchased a washing machine for washing my clothes.,achievement
3029,"It took me a while to come up with an answer, as I generally try to make each day the happiest day of my life. The answer I gave was the day I left school and started work. Is this the happiest day of my life? No of course not, but this is the foundation of what has allowed me to experience thousands of happy moments in my life.",enjoy_the_moment
3030,"I was able to complete my readings and notations for a class I'm to teach today, when I thought previously I wouldn't find the time.",achievement
3031,My roommate inflated my tire for me so my car is safer.,bonding
3032,My kids went to bed without a fight tonight.,affection
3033,After 4 years I ran into a friend and talked about our past as well as future events. ,bonding
3034,I had an energizing morning workout.,exercise
3035,Had lunch with my friend and neighbor Shirley and my Mom. We had fun catching up,bonding
3036,I enjoyed working from home.,enjoy_the_moment
3037,I made plans with friends for the next evening.,bonding
3038,I purchased a new micro oven.,achievement
3039,Last night my daughter had solid food for the first time.,affection
3040,I was happy when my partner brought me a bag of bagels since I love bagels.,bonding
3041,My daughter has been sick and had a fever.  Last night her fever finally broke which made me very happy. ,affection
3042,Beat a super difficult level in Super Mario 64.,achievement
3043,I has some delicious fresh pineapple for dessert.,enjoy_the_moment
3044,I was happy to awake to a restful nights sleep.,enjoy_the_moment
3045,I received a $25 gift card for Amazon from a website that tracks my browser activity.,achievement
3046,My fiance and I had the opportunity to look at some wedding venues.,affection
3047,My roommate made me dinner after a long day at work.,bonding
3048,I love the food my mother cooked for us.,affection
3049,Feeding dinner to my son.,affection
3050,I got a 10 dollar gift card to starbucks.,achievement
3051,I participated in the cooking competition and has been awarded prize for the competition.This moment made me feel happy,achievement
3052,The happiest day of my life was when I got the chance to be one of the EMS. I felt like I was being carried away by them because the EMS are expert in lit as well as in linguistics. they are also taught to be a good citizen of our society.,enjoy_the_moment
3053,The first cup of french pressed coffee I had this morning.,enjoy_the_moment
3054,I received a card from my grandfather and it instantly made me happy.,affection
3055,I took my kids to dance and they were excited and seeing them happy and excited made me happy as well. ,affection
3056,I ran into an old friend on the train this morning and we cauhgt up and made plans to hang out!,bonding
3057,I enjoyed a wonderful dinner out with my sister and mother. ,affection
3058,It was my mother's birthday and she thanked me for the present she received,affection
3059,I took my kids to an easter egg hunt party with my friends and they all had so much fun. They were so tired afterward but they just couldn't wind down and stop talking about how much fun they had. ,affection
3060,I earned a few dollars on mturk.,achievement
3061,I tried a new recipe for a gluten free cake and it came out delicious!,achievement
3062,My daughter made a terrible pun and it made me proud of her.,affection
3063,I finished a project I was knitting and it turned out very well.,achievement
3064,I went out driving with one of my friends,bonding
3065,I went on a very long walk with my dogs in the pleasant sun.,affection
3066,Watching the whole Fast and Furious movies marathon before the new one comes out.,leisure
3067,My daughter chose to stay at home with me instead of going to the store with her mom.,affection
3068,"I was playing video games today, it was rather enjoyable",leisure
3069,Help my dad with some repairs. I know he'll appreciate it.,affection
3070,My daughter was almost late to school this morning but made it on time with 5 minutes to spare.,affection
3071,I saw my boyfriend for lunch today.,affection
3072,"After the last few weeks of heavy duty grandchildren involvement, I felt very happy today to have a day to myself to get some things done and just chill out, even though I love being with my grandchildren.",enjoy_the_moment
3073,I found a good toy for my cat he loves,affection
3074,I didn't have to drive my husband to his interview,affection
3075,I received a $5 bonus for a mturk this morning!,achievement
3076,It made me happy to have the whole family at dinner yesterday.,affection
3077,"I listened to a new music album on the way to work, and I enjoyed it very much. I am looking forward to listening tomorrow.",enjoy_the_moment
3078,Yesterday i attended the book launch program and i was very happy to see a writer of this book and finally i bought this book.,enjoy_the_moment
3079,I was listening to my daughter read tonight.  She is only in kindergarten but learning quickly.,affection
3080,"I caught an error in our fixed asset database at work, and a manager e-mailed me thanks and copied my boss on the e-mail.",achievement
3081,"My husband renewed our Prime membership, so I would be able to go shopping for Easter. ",affection
3082,I met an old friend and went with him to a bar for drinks which brought back some good memories.,bonding
3083,I saw a beautiful bird at my bird feeder today,nature
3084,I helped create music with my friend.,bonding
3085,I talked to my father on the phone.,affection
3086,Played video games with the same set of people that I ate out with and had a blast because a lot of funny thing occurred.,leisure
3087,I had a great dinner of steak and potatoes ,enjoy_the_moment
3088,I cooked bananas foster.,leisure
3089,"The insurance company came and looked at the roof, so I don't have to deal with that anymore.",achievement
3090,My son found The Real Ghostbusters on Netflix so we sat down and watched a few cartoons together. ,affection
3091,I realized I had an extra piece of candy when I thought none was left.,achievement
3092,"Lately, I worry that she hasn't been eating enough, however this morning my dog ate quite a bit more than she normally does. ",affection
3093,It is going to snow a few inches and then it will be 70 on Saturday.,nature
3094,I read a great article about gardening and jarring jellies.  It was a very informative and interesting article.  That made me very happy I could sit down and read the entire article.,leisure
3095,I broke my old record in cycling speed by going over 35 MPH on my bicycle.,achievement
3096,I cooked a pot roast for dinner and it came out really well. ,achievement
3097,I ate pizza for dinner tonight!,enjoy_the_moment
3098,My husband came home from work and tucked the kids in bed. It had been a long day and I was thankful for the help.,affection
3099,Yesterday i went to buy new shirt and i was very happy because i got 50% discount on that shirt because the shopper selected my name for all the people present in the store in the lucky draw.,achievement
3100,I was able to do a sewing project that was something I had never done before!,achievement
3101,I got to sleep in.,leisure
3102,I was finally able to get a full night's sleep.,achievement
3103,I ate a tasty gyro.,enjoy_the_moment
3104,The day with my pet,affection
3105,i had a great run.,exercise
3106,Talked to my daughter on the phone,affection
3107,I had a really good lunch.,enjoy_the_moment
3108,my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
3109,I cleaned out the tanks on my rv which I had been putting off all winter.,achievement
3110,"This morning, my dog came up and lied next to me in bed to snuggle. He has been doing this less and less recently, so to have him do it again made me happy.",affection
3111,I got my salary credited today morning to my bank account and that moment feels happy.,enjoy_the_moment
3112,"I made a good amount of money freelancing before and after work, really was surprised and pleased by that.",achievement
3113,My friend and I discussed an upcoming hike we're going on together.,bonding
3114,I got to see a few of my wedding pictures today and they looked absolutely incredible!,enjoy_the_moment
3115,I tried putting a shirt on that was previously a bit too snug for comfort and it now fits perfectly.,achievement
3116,My husband came home from work.,affection
3117,when my sister buying a new home ,affection
3118,There was a new episode of my current favorite show.,leisure
3119,I had a good workout.,exercise
3120,I bought beer.,leisure
3121,Getting to wake up beside my boyfriend every morning.,affection
3122,Every moment of my life is happy Because I leave the life in present but happiest moment when achieve in life some new.,enjoy_the_moment
3123,I WENT TO MOVIE,leisure
3124,Yesterday i went for my nephews birthday party n i spend time with my family .i feel happy to spend time with my family .,affection
3125,I planted flowers for my wife in our garden.,affection
3126,I was able to finish my workout and I was glad it was over.,exercise
3127,"I got a new 2017 dodge charger, I have gotten a lot of looks in it.",achievement
3128,i had korean food for dinner ( my favorite),leisure
3129,"I took my kids and wife to a local carnival ride, and we had great time.",affection
3130,I made plans to try out a new pizza recipe with my boyfriend this week.,affection
3131,I took my dog to the dog park and she was really excited and playing with everything in sight.,affection
3132,I got the news of my promotion to a higher post.,achievement
3133,MY DAD GOT JOB OPPORTUNITY IN FOREIGN COUNTRY SO I FELT VERY HAPPY FOR HIM.,affection
3134,I did some cleaning up on my laptop.,leisure
3135,I completed a major website that I was working on and got some very good reviews on the same. ,achievement
3136,i attended my cousin marriage party..after long time all family members met together,affection
3137,I was happy when I found 5 dollars in my pocket that I had left last winter - it felt like winning a mini lottery!,achievement
3138,I created a flyer for an business open house we are holding at work on Saturday. My boss loved it,achievement
3139,I watched an episode of a TV show I like.,leisure
3140,I played video games.,leisure
3141,"The same artist who made the art book I purchased, made a piece of art just for me, based on a prompt of mine, and posted it on their website.",achievement
3142,I WENT TO MOVIE,leisure
3143,I got to play a video game with one of my best friends. ,bonding
3144,"My nephew called me today and made me laugh, he was talking about his adventurous school day. It was hilarious. ",affection
3145,I saw a deer running through the park that I pass through on my way home.,nature
3146,"My group of friends and I bought some flight tickets to visit China. One of them was not sure if he could get a holiday in that period so he tried to buy the tickets the second day, after he got more information from his boss. Unfortunately the prices had risen by 50% and that made him really sad. In the evening I tried another booking website and I found the same flight at the same cost as before. It made him very happy and I had a great day as well.",bonding
3147,I shaved my chest today and now it feels smoother. This has made me happy too. ,achievement
3148,I WENT TO MOVIE,leisure
3149,i went to meet my old over today,bonding
3150,I WENT TO MOVIE,leisure
3151,I am been praying for a financial miracle and it all happens when I least expected it.,achievement
3152,Another event that made me happy was watching my favorite baseball team win.,enjoy_the_moment
3153,I watched the interview of a golfer for the masters.,leisure
3154,having a great workout,exercise
3155,I had dinner last night with a great friend that I had not seen in a while.,bonding
3156,I was able to get the Monroe piercing that I had wanted for the last year.,achievement
3157,My wife was super nice to me tonight.,affection
3158,Getting a shipping confirmation email for the vinyl release of the Westworld soundtrack. I had forgotten I pre-ordered it so it was a nice surprise of sorts.,achievement
3159,I watched my favorite shows with my husband. ,affection
3160,My wife and I went out for a romantic dinner.,affection
3161,I was able to go to the gym and work out,exercise
3162,I took a pilates class at my gym,exercise
3163,A friend of mine won a public office position she was really hoping she'd get.,bonding
3164,I made my goal for MTurk yesterday.,achievement
3165,"The weather was perfect yesterday; sunny, warm, and breezy.",nature
3166,My friends invited me out to trivia night last night.,bonding
3167,I was able to settle down a dispute in my family,achievement
3168,I am happy because my boyfriend and I already resolved our small conflict.,affection
3169,Watching the new episode of Little Women Atlanta. ,leisure
3170,My office annul day function. I am participant the dancing program get the first price in the function.i am very really happy and enjoyed the function.,achievement
3171,My five-year old daughter read to me aloud in the car yesterday.  She is just learning to read and her two upper front baby teeth are missing so the story was more amusing than it otherwise would have been.,affection
3172,I got to have breakfast with a great friend and we were able to catch up and hang out for an hour.,bonding
3173,My boyfriend came home from work with one of our favorite pizzas.,affection
3174,I had a nice breakfast. Tasty yogurt and unhealthy croissants. ,enjoy_the_moment
3175,I buy a couple of new shoes on amazon.,achievement
3176,I cooked a good dinner.,achievement
3177,I made my family their favorite dinner last night and they were all happy and thanked me and that made me feel happy as well. ,affection
3178,i was happy last night when my tax refund came through and there was suddenly a good chunk of money in my savings,achievement
3179,I got a raise at work in celebration of my one year anniversary.,achievement
3180,There was a horrible storm system in our state yesterday and tornadoes were predicted. We didn't get hit by any of them.,nature
3181,"I was able to go home early from work and spend some time with my son, and that made me happy. ",affection
3182,Someone brought in donuts today for our morning staff meeting.  Mine was very good.  ,enjoy_the_moment
3183,Listened to a song that I love on the way to work and sung loudly to it in the car.,leisure
3184,I talked to my dad on skype. ,affection
3185,I completed the outline of a book that I plan to self publish which took me some time to complete but is the catalyst for my getting the content done quicker than if I opted out of the outline process.,achievement
3186,I really surprised my husband by making some extra cash on Amazon Turk yesterday as he was sleeping.  ,affection
3187,Me and my daughter made a cake for my husband to surprise him. ,affection
3188,A happy event for me was that i found i lost 2 pounds when i stepped on the scale this when i woke up today.,achievement
3189,I finished a project for school and got good remarks on it,achievement
3190,"My dad took my mom and myself out to dinner. He recently got out of the hospital, so it was nice to spend time together as a family. ",affection
3191,Being able to work out with my personal trainer and a friend. This motivates me even more to achieve my goal.,exercise
3192,I went to dinner with my friends after long time.,bonding
3193,A girl I like at work came up and introduced herself to me. ,bonding
3194,my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
3195,I went to see my boyfriend.,affection
3196,i felt happy yesterday when my son gave me a draw.,affection
3197,my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
3198,A tornado came through my area on Monday so I had some trees down on my property. I spent most of the afternoon with a chainsaw. Now I have a clean yard AND firewood for next winter!,achievement
3199,my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
3200,I passed a test written for promotion.,achievement
3201,"My son's birthday is this Saturday, so when he went to swim class, about 6 teachers all gathered around him and sang happy birthday.",affection
3202,Having some time to just unwind and listen to music late in the evening.,leisure
3203,I had a good workout.,exercise
3204,I booked a vacation to Florida for my wife and I.,affection
3205,"Year end tax cuts halved our monthly earnings, so I was happy when I discovered my son's school books cost half of what we usually spent till Grade 10. Some respite, for sure!",enjoy_the_moment
3206,I won my tennis singles match today against a very good player.,achievement
3207,Watched a few episodes of The Get Down. Good show so far,leisure
3208,"I was happy when I looked at a flower bed after I spent over an hour on it removing debris, trimming roses, pruning trees, and getting it ready for the spring season.",enjoy_the_moment
3209,"Seeing my daughter wake up in a very happy mood like a little energizer bunny, until she started to bounce around all over the bed.",affection
3210,I put together kites for my kids and it made them very excited.,affection
3211,My fiancee brought me home spaghetti from Olive Garden.,affection
3212,"I had one of the best days at work today because next week is spring break, and today was my Friday.",enjoy_the_moment
3213,"Despite feeling somewhat under the weather, I managed to fit in a comparatively long bicycle ride in the evening after work.",nature
3214,I unloaded the tree limbs off the trailer that I had loaded,achievement
3215,I baked some cookies.,achievement
3216,One thing that made me happy is talking with my girlfriend. She is a high point in my day everyday. ,affection
3217,"Yesterday was my birthday, throughout the dayfrom coworkers I was getting unexpected birthday wishes from people who I would never guess would even remember. ",bonding
3218,I made a woman that I like extremely happy.,affection
3219,I was happy to make anniversary plans with my husband today.,affection
3220,i went to temple,leisure
3221,I made over $30.00 today at my job taking pizzahut orders,achievement
3222,I WENT TO BROWSING CENTER,leisure
3223,"I dont have TV service , so I didnt know the show Rick and Morty was shown during the April 1st. My friends told me about it and I was so excited. I didnt believe them at  first haha.",bonding
3224,Finally went to the gym after not going for a week ,exercise
3225,I was selected as the captain for get active program launched in our office for our team,achievement
3226,Seeing a trailer for the new Fast and Furious movie.,leisure
3227,I bought a new exotic plant from a new nursery in town called The Pachira aquatica. After bringing it home I re planted it into a beautiful blue pottery bowl. ,enjoy_the_moment
3228,I watched a video of Donald Trump with a cat face on his face called Trump as cat who doesn't like things near him and there is something so oddly satisfying about this video. https://www.youtube.com/watch?v=lnu9vTSLMXo,enjoy_the_moment
3229,"I had a pleasant 20 minute conversation with my manager before leaving work about random topics like bring your kid to work day, my sister, her siblings, and so on.",bonding
3230,I listened to a new Ed Sheeran song that was very catchy.,leisure
3231,I found an old song from my high school days that I had been looking for for a long time.,achievement
3232,I went for a drive with my boyfriend along the California coast to take photos.,affection
3233,My roommate treated me to pizza.,bonding
3234,Watched the end of Daredevil season 1.,leisure
3235,The new season of one of my favorite shows is on Netflix. ,leisure
3236,WE BOUGHT A NEW HOUSE FOR MY FAMILY.,achievement
3237,Video chatting with a friend and setting up a plan to see her. ,bonding
3238,I woke up and i am alive,achievement
3239,The event that made me happy was seeing my brother for the first time in 20 years.,affection
3240,I booked tickets to see my parents ,affection
3241,I went cruising on the highway with my girlfriend today for fun.,affection
3242,"I won a mobile phone in a quiz contest yesterday, so happy.",achievement
3243,Watched a bunch of Kendrick Lamar video's waiting for his new Album to come out tomorrow!,leisure
3244,My son tried a new food (but didn't like it).,affection
3245,My boyfriend came home from work.,affection
3246,I am happy that my relationship with my wife has started to improve with good gestures.,affection
3247,My boyfriend ordered me food to be delivered.,affection
3248,I got picked to get a new desk at work. ,achievement
3249,happy moment is i found out i got a job..i have been working part time for a while now..  i needed a little more challenge,achievement
3250,Seeing my 1 year old son's joy while running into my arms.,affection
3251,I found out my girlfriend is ordering $100 worth of candy from the internet with her tax return!,affection
3252,I WENT TO COLLEGE,achievement
3253,I received $5 yesterday on MTurk after all the hard work I did.,achievement
3254,Celebrating my daughters 13th birthday.,affection
3255,"My wife bought sweet box for me yesterday night, i had sweet after so long, while i was eating it i had a nice conversation with her. It was really funny i was so happy about that.",affection
3256,The very fact that I can finally accept a hit after my mTurk account was under review for a few hours for some unknown and mysterious reason has made me extremely happy!,enjoy_the_moment
3257,i brought new laptop today,achievement
3258,"My dad told me that my package came in, I'm going to get it this weekend.",affection
3259,Not having to work today and being able to sleep in made me very happy for the entire day.,enjoy_the_moment
3260,Ate a big grilled chicken salad.,leisure
3261,I played good video games with my close friends.,bonding
3262,My girlfriend and I were planning our wedding and honeymoon.,affection
3263,My new watch arrived in the mail!,achievement
3264,I started a diet in order to lose weight.,exercise
3265,I received information about a possible job offer that would be longer than usual gigs,achievement
3266,I felt sad because I had forgotten where I keep my bicycle key.  Then my mom found out that key then I will get ready to come to the office. Then I really happy.,enjoy_the_moment
3267,I FELT SAD BECAUSE I HAD FORGETTING WHERE I KEY MY BYCYCLE KEY THEN MY MOM FOUND OUT  THAT KEY THEN I WILL GET I REALLY FELT HAPPY. ,affection
3268,I felt sad because i had forgetten where i keep my bicycle key then my mom found out that key them i win get ready to come to the office. Then i really felt happy.,enjoy_the_moment
3269,Attached a front lip to the bumper of my sports car.,achievement
3270,My brother gave me a surprise visit and bought toys for my kid and it made me happy,affection
3271,I felt sad because i had forgetten where i keep my bicycle key. Then my mom found out that key then i will get ready to come to the office. Then i really felt happy.,affection
3272,There have been a court case going on my son. Yesterday I came to know that the prolonged date has been given by the court for next hearing. I feel happy after that.,affection
3273,MY BIRTHDAY CELEBRATED WITH MY FRIENDS AND RELATIVES AT BEACH . ITS VERY HAPPY,bonding
3274,My wife gave birth to a baby boy and this made me happy.,affection
3275,today we got a heavy rain in our place.in this season it is the first time we got a rain. which makes me happy.,nature
3276,My friends and me went for Go-karting.,bonding
3277,Last night my brother gift me silver chain on my birthday occasion its happiest event for me.,affection
3278,I found out that I am getting a raise this month.,achievement
3279,I felt sad because i has forgetten where i keep mu bicycle key. then my mom found out that key then i will get ready to come to the office. Then i really felt happy.,achievement
3280,When I saw the sunrise today.,nature
3281,Had a dinner party last night with all members of office.,bonding
3282,I had a really nice time at a get-together last night. I thought it was going to be boring but there were some family friends there!,bonding
3283,"Yesterday afternoon, I took my CDL B test and I passed it!",achievement
3284,I got to meet the sweetest elderly lady at the grocery store. She struck up a random conversation with me and it made my day.,bonding
3285,Yesterday was my interview and i got selected.,achievement
3286,I discovered a new television show last night that I enjoyed great(The Magicans),leisure
3287,Purchased a Air Cooler for office to work with a cool mind.,achievement
3288,When I won in video game with my friends.,leisure
3289,I completed filling out tax forms for two of my children and it was a huge relief as the deadline is rapidly approaching.,achievement
3290,I feel happy because am in the promotion list.,achievement
3291,I removed my pubic hair as it was causing itching. I am very happy that the area is clean now.,achievement
3292,I just found out I got the job I wanted! ,achievement
3293,My mom moving out of my house ,affection
3294,we family went to our child school function.ha got first prize in sports category,achievement
3295,we family went to our child school function.ha got first prize in sports category,achievement
3296,I went for a bike ride with my girlfriend after we ate a nice dinner.,affection
3297,"One thing that made me happy yesterday was taking a walk with my husband and dog. It was nice to wind down after a long day at work, enjoy the outdoors and each others company.",affection
3298,I finished up the projects due this week for school.,achievement
3299,I got out of work early.,enjoy_the_moment
3300,"Last night I decided not to snack on junk food, this made me happy because lately I have been eating to much at night.  That is when I get home from work I tend to eat a lot of junk food. ",achievement
3301,Knowing my daughter is not too sick after visiting the doctor,affection
3302,I got a full night's sleep. ,enjoy_the_moment
3303,My travel ticket got confirmed just now. So I am going to travel to meet my parents.,affection
3304,It isn't much but I have been trying to call my Mom for the past three days and finally got her.,affection
3305,I picked up my kids from school and they were so happy because it was earlier than I normally pick them up.,affection
3306,I left work early and was able to get some rest.,leisure
3307,My wife and I had passionate sex after a long hiatus due to caring for newborn. ,affection
3308,I got praised by my boss for doing a good job this morning.,achievement
3309,Mohanlal's new Movie Released,leisure
3310,I'm happy that it's Friday!!,enjoy_the_moment
3311,"I got a job offer to go to Seattle, its a big move and risky but super exciting and I'm happy about it",achievement
3312,I had good Indian food.,enjoy_the_moment
3313,My husband finished the installation of our new cooktop and it looks AMAZING!,affection
3314,Talking with a friend.,bonding
3315,I made cookies.,achievement
3316,Spending time with my daughter.,affection
3317,I found out that my best friend is pregnant.,bonding
3318,I finished reading a book that had a happy ending.,leisure
3319,"When I returned from work yesterday evening, my 8-month-old son said ma ma and hugged me when I walked in the door. ",affection
3320,I got a coupon for a free purse in the mail.,enjoy_the_moment
3321,"I went swimming with my daughter at the pool at our YMCA; we hadn't been in a while, and her delight was evident which made me happy as well. I also spent five minutes in the hot tub which also made me happy.",affection
3322,On Thursday nights my boyfriend and I get together with a group of friends at different restaurants to have dinner and drinks and to catch up with each other.  It is always a fun night on Thursdays and I look forward to it all week long.,affection
3323,Today I gave hug to ma lover,affection
3324,An item that had gone out of stock which I really wanted finally became available again and I was able to purchase it.,achievement
3325,"Got a 1-in-100 or so chance at finding a companion character the moment I started a new game in Don't Starve, making my life so much easier in that hard game.",achievement
3326,My spouse saw the dentist and had a painful cavity repaired.,affection
3327,I was happy when my roommate got to leave work earlier than usual.,bonding
3328,"I got call from my interviewer today, to let me know that I have been selected for the job, and they would be sending the confirmation letter soon.",achievement
3329,I was able to complete a very difficult project on time and within budget.,achievement
3330,My daughter called from college and she got into all the classes that she needed for next semester.  She was very anxious going into yesterday but it all worked out for her.,affection
3331,My happy moment in the past 24 hours is my in-laws has come back home from their trip. ,affection
3332,"I got an email from a teacher that I hadn't heard from in a while, and it had a compliment in it that was important to me.",achievement
3333,"Well I am in the process of trying to lose weight so today I did 20 laps around the track, it is the first time that I have done that many and I felt quite accomplished doing that.",exercise
3334,I completed a work task without any errors.,achievement
3335,The happiest I've ever felt was waking up next to my wife and seeing her eyes open and her loving smile when she realized I was awake.,affection
3336,I was happy when I received a fancy pen that I had ordered,enjoy_the_moment
3337,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,",affection
3338,Listening to music is something that always makes me happy and puts me into a good mood. I can't go one day without music.,enjoy_the_moment
3339,I ate some tasty pizza.,enjoy_the_moment
3340,My friend brought me dinner to my house.,bonding
3341,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,",affection
3342,We went to dinner with family for my husbands birthday.,affection
3343,I had the day off from work so I got to hang out with my friends. ,bonding
3344,"my husband came home from the supermarket with my favorite desert, cookies and cream ice cream",affection
3345,"I got a bonus at work, but I am really more happy about the youtube thing.",achievement
3346,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,",affection
3347,Just received the rent check early from my tenant.,achievement
3348,I had a nice dinner with a few friends.,bonding
3349,I found a book for free at the local book drop that I can trade in for $50.,achievement
3350,My husband had dinner ready when I got home,affection
3351,"Nowadays, happiness is a fuzzy concept and can mean many different things to many people. Part of the challenge of a science of happiness is to identify different concepts of happiness, and where applicable, split them into their components. Related concepts are well-being, quality of life and flourishing.",enjoy_the_moment
3352,I did not succumb to having a beer after release from detox.,achievement
3353,My husband washed the dishes after dinner without me even asking or saying a word. ,affection
3354,"I got to see my friend today, they came over this morning and we talked for a while.",bonding
3355,I made delicious soup dumplings.,achievement
3356,I had less anxiety today about starting graduate school this May. I feel I am slowly overcoming this anxiety. ,achievement
3357,Enjoyed a visit at work with some friends that I have not seen in almost a year.,bonding
3358,I made myself a healthy lunch,achievement
3359,i was really happy when I reached diamond in overwatch.,achievement
3360,Had dinner at one of my favorite restaurants.,enjoy_the_moment
3361,My son gave me a nice kiss in the morning.,affection
3362,My friend took me out to lunch today.  It was very unexpected.,bonding
3363,Today I figured out a problem at work that I have been trying to solve for weeks.,achievement
3364,I received a coupon.  I was able to buy something online at a discount.  It felt really good to save money.,achievement
3365,I was happy to hear my husband has a chance at a promotion.,affection
3366,i went to movie,leisure
3367,I WENT TO MOVIE,leisure
3368,I WENT  TO SHOPPING,leisure
3369,An overnight rain storm cleaned my auto sufficiently well so I didn't have to wash it for another couple of days.,achievement
3370,I WENT TO MOVIE,leisure
3371,My dog looked at me and I gave him a hug.,affection
3372,Friend bought a bike so he ride me,bonding
3373,I got a new job!,achievement
3374,Finding someone to sublease my apartment.,achievement
3375,I saw my old friend and got to talk to him for a while and see his new motorcycle,bonding
3376,"Today was a relaxing, stress-free day.",enjoy_the_moment
3377,Yesterday I had dinner with my mom and we talked about memories,affection
3378,I saw a trailer for my favorite show that was just released.,leisure
3379,i talked my old teachers today,bonding
